player,position,season,phase,contract_event_id,points_pct_change_from_baseline,total_rebounds_pct_change_from_baseline,assists_pct_change_from_baseline,steals_pct_change_from_baseline,blocks_pct_change_from_baseline,fg_percentage_pct_change_from_baseline,three_point_percentage_pct_change_from_baseline,efficient_scoring_value_pct_change_from_baseline,hustle_factor_pct_change_from_baseline,offensive_creation_rate_pct_change_from_baseline,availability_rate_pct_change_from_baseline,overall_impact_score_pct_change_from_baseline,points_pct_change_from_contract_year,total_rebounds_pct_change_from_contract_year,assists_pct_change_from_contract_year,steals_pct_change_from_contract_year,blocks_pct_change_from_contract_year,fg_percentage_pct_change_from_contract_year,three_point_percentage_pct_change_from_contract_year,efficient_scoring_value_pct_change_from_contract_year,hustle_factor_pct_change_from_contract_year,offensive_creation_rate_pct_change_from_contract_year,availability_rate_pct_change_from_contract_year,overall_impact_score_pct_change_from_contract_year
Nerlens Noel, C       ,2017, Contract Year 2     ,2.0,-0.121,-0.284,-0.412,-0.278,-0.474,0.288,-1.0,0.132,0.031,0.07,-0.32,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nerlens Noel, C       ,2019, Post-Contract Year 2,2.0,-0.505,-0.481,-0.647,-0.5,-0.368,0.271,-1.0,-0.371,0.2,0.008,0.027,0.116,-0.279,-0.16,-0.25,-0.182,0.091,-0.007,-1.0,-0.286,0.076,-0.029,0.203,0.064
Nerlens Noel, C       ,2020, Contract Year 3     ,3.0,-0.253,-0.395,-0.471,-0.444,-0.211,0.481,332999.0,0.11,0.044,-0.118,-0.187,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nerlens Noel, C       ,2021, Post-Contract Year 3,3.0,-0.485,-0.21,-0.588,-0.389,0.158,0.329,-1.0,-0.315,0.046,-0.251,-0.147,-0.027,-0.184,0.133,-0.125,0.048,0.189,-0.054,-1.0,-0.237,0.001,-0.082,0.024,-0.016
Nic Claxton, C       ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nick Calathes, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nick Collison, PF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nick Richards, C       ,2023, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Richards, C       ,2025, Post-Contract Year 1,1.0,0.134,0.281,0.5,-0.0,-0.091,-0.06,-1.0,0.062,0.038,-0.0,-0.123,0.016,0.063,0.123,0.2,-0.0,-0.048,-0.031,-1.0,0.03,0.018,-0.0,-0.066,0.008
Nick Smith Jr., SG      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nick Young, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nick Young, SG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.455,-0.217,-0.4,-0.2,-0.667,-0.074,-0.119,-0.468,-0.076,-0.057,0.286,-0.095
Nick Young, SG      ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,-0.0,-0.0,0.2,-0.333,0.175,0.095,0.226,-0.081,0.571,0.429,0.136
Nick Young, SG      ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.455,-0.304,-0.5,-0.0,-0.667,0.126,0.022,-0.353,-0.029,-0.083,0.905,0.075
Nickeil Alexander-Walker, SG      ,2020, Contract Year 1     ,1.0,-0.345,-0.308,-0.269,-0.429,-0.556,-0.161,-0.104,-0.464,0.241,-0.308,-0.427,-0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nickeil Alexander-Walker, SG      ,2021, Post-Contract Year 1,1.0,0.264,0.192,-0.154,0.429,0.111,-0.044,-0.101,0.141,0.368,-0.399,-0.439,0.003,0.317,0.265,0.073,0.429,0.429,0.065,0.001,0.361,0.049,-0.07,-0.011,0.066
Nickeil Alexander-Walker, SG      ,2022, Contract Year 2     ,2.0,0.218,0.115,-0.077,-0.0,-0.111,-0.152,-0.194,-0.016,0.153,-0.301,-0.207,-0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nickeil Alexander-Walker, SG      ,2023, Post-Contract Year 2,2.0,-0.287,-0.346,-0.308,-0.286,-0.111,0.013,-0.005,-0.299,0.129,-0.213,-0.28,-0.093,-0.262,-0.261,-0.143,-0.167,-0.0,0.088,0.105,-0.168,-0.01,0.059,-0.048,-0.032
Nickeil Alexander-Walker, SG      ,2024, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048,-0.13,0.19,0.333,0.25,0.076,0.125,0.099,-0.195,0.471,0.323,0.032
Nickeil Alexander-Walker, SG      ,2025, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.391,0.286,-0.0,-0.0,0.074,0.096,0.276,-0.052,0.222,0.323,0.104
Nicolas Batum, SF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.369,-0.033,-0.172,0.222,-0.0,-0.061,-0.069,-0.398,0.045,0.241,0.014,-0.023
Nicolas Batum, SF      ,2016, Contract Year 1     ,1.0,0.585,0.034,0.208,-0.182,-0.0,0.065,0.074,0.661,-0.043,-0.194,-0.014,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, SG      ,2017, Contract Year 2     ,2.0,0.606,0.051,0.229,-0.0,-0.333,0.007,0.028,0.57,-0.002,-0.054,0.085,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, SG      ,2018, Post-Contract Year 2,2.0,0.234,-0.186,0.146,-0.091,-0.333,0.037,0.037,0.242,-0.118,0.091,-0.099,-0.049,-0.131,-0.127,-0.035,-0.048,-0.0,0.015,0.004,-0.117,-0.062,0.072,-0.092,-0.061
Nicolas Batum, SF      ,2019, Contract Year 3     ,3.0,-0.011,-0.119,-0.313,-0.182,-0.0,0.125,0.201,0.133,-0.059,-0.191,0.056,-0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, SF      ,2021, Post-Contract Year 3,3.0,-0.138,-0.203,-0.542,-0.091,-0.0,0.16,0.247,0.065,0.013,0.019,-0.056,0.005,-0.069,-0.051,-0.2,0.053,-0.0,0.015,0.019,-0.031,0.037,0.115,-0.056,0.017
Nicolas Batum, PF      ,2022, Contract Year 4     ,4.0,-0.117,-0.271,-0.646,-0.091,0.167,0.157,0.235,0.101,0.066,-0.115,-0.169,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, PF      ,2023, Contract Year 5     ,5.0,-0.351,-0.356,-0.667,-0.364,-0.0,0.05,0.207,-0.217,0.026,-0.048,0.099,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, PF      ,2024, Contract Year 6     ,6.0,-0.436,-0.305,-0.563,-0.273,-0.0,0.132,0.219,-0.304,-0.049,0.094,-0.155,-0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Batum, PF      ,2025, Post-Contract Year 6,6.0,-0.574,-0.525,-0.771,-0.364,-0.167,0.092,0.336,-0.452,0.008,-0.083,0.099,-0.035,-0.14,-0.188,-0.313,-0.067,-0.091,-0.018,0.046,-0.119,0.029,-0.088,0.13,0.026
Nicolo Melli, C       ,2020, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolo Melli, PF      ,2021, Post-Contract Year 1,1.0,-0.545,-0.1,-0.286,-0.5,-0.75,-0.226,-0.191,-0.649,0.07,0.607,-0.25,-0.016,-0.375,-0.053,-0.167,-0.333,-0.6,-0.127,-0.106,-0.48,0.034,0.233,-0.143,-0.008
Nik Stauskas, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.429,-0.489,-0.5,-0.333,-0.2,-0.085,-0.13,-0.493,-0.247,0.093,-0.014,-0.178
Nik Stauskas, SG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.064,0.056,0.333,0.2,-0.035,-0.119,0.061,-0.064,-0.011,-0.014,-0.028
Nik Stauskas, SG      ,2017, Contract Year 1     ,1.0,0.473,0.514,0.714,0.333,0.6,0.056,0.136,0.566,0.121,-0.012,0.096,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nik Stauskas, SG      ,2019, Post-Contract Year 1,1.0,-0.085,0.027,-0.143,-0.333,-0.6,0.072,0.148,-0.016,0.247,-0.067,-0.068,0.081,-0.234,-0.191,-0.333,-0.333,-0.6,0.008,0.005,-0.228,0.053,-0.029,-0.081,-0.03
Nikola Jokic, C       ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.482,-0.349,-0.642,-0.231,-0.2,0.014,-0.053,-0.495,-0.011,-0.218,0.032,-0.099
Nikola Jokic, C       ,2017, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135,-0.088,-0.269,-0.385,0.067,0.145,-0.078,-0.047,0.019,-0.069,-0.058,-0.009
Nikola Jokic, C       ,2018, Contract Year 1     ,1.0,0.386,0.274,0.671,0.333,0.143,-0.084,0.205,0.326,-0.032,0.12,-0.02,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokic, C       ,2019, Post-Contract Year 1,1.0,0.506,0.286,1.0,0.556,-0.0,-0.062,-0.065,0.418,0.024,0.215,0.046,0.089,0.041,0.005,0.09,0.077,-0.067,0.012,-0.127,0.033,0.028,0.041,0.032,0.03
Nikola Jokic, C       ,2020, Contract Year 2     ,2.0,0.491,0.155,0.918,0.333,-0.143,-0.031,-0.044,0.455,-0.107,0.165,-0.046,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokic, C       ,2021, Post-Contract Year 2,2.0,0.978,0.286,1.274,0.444,-0.0,0.039,0.181,1.057,-0.081,0.381,-0.059,0.095,0.14,0.054,0.085,0.04,0.077,0.035,0.105,0.171,0.014,0.085,-0.007,0.05
Nikola Jokic, C       ,2022, Contract Year 3     ,3.0,1.03,0.643,1.164,0.667,0.286,0.07,0.026,1.175,0.202,0.079,-0.033,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokic, C       ,2025, Post-Contract Year 3,3.0,1.217,0.512,1.795,1.0,-0.143,0.057,0.269,1.402,0.022,0.597,-0.085,0.216,0.044,-0.042,0.127,0.091,-0.2,-0.006,0.106,0.05,-0.081,0.194,-0.028,-0.026
Nikola Jovic, PF      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nikola Mirotic, PF      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221,-0.24,-0.077,-0.125,-0.067,-0.058,-0.121,-0.293,0.001,-0.077,0.312,0.004
Nikola Mirotic, PF      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,-0.147,0.154,0.125,-0.067,-0.053,0.085,-0.126,-0.085,-0.135,0.056,-0.071
Nikola Mirotic, PF      ,2017, Contract Year 1     ,1.0,-0.145,-0.073,-0.154,0.043,0.143,-0.01,-0.042,-0.152,-0.037,-0.092,0.082,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Mirotic, PF      ,2018, Post-Contract Year 1,1.0,0.258,0.247,0.154,0.043,-0.0,0.072,0.056,0.32,0.065,0.238,-0.149,0.071,0.191,0.147,0.154,-0.0,-0.067,0.04,0.049,0.218,0.05,0.154,-0.12,0.052
Nikola Mirotic, PF      ,2019, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.147,-0.077,-0.125,-0.067,0.021,0.015,0.187,0.042,0.007,-0.264,0.013
Nikola Vucevic, C       ,2015, Contract Year 1     ,1.0,0.241,0.112,-0.355,-0.3,-0.333,0.109,0.072,0.307,-0.116,-0.431,0.121,-0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic, C       ,2016, Post-Contract Year 1,1.0,0.17,-0.092,-0.097,-0.2,0.048,0.082,-0.285,0.202,-0.152,-0.163,-0.015,-0.088,-0.029,-0.101,0.167,0.067,0.222,-0.013,-0.2,-0.042,-0.021,0.19,-0.065,-0.022
Nikola Vucevic, C       ,2017, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221,0.051,0.167,0.333,0.111,-0.094,0.106,-0.278,0.222,0.4,0.079,0.121
Nikola Vucevic, C       ,2018, Baseline Year 2     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.071,0.417,0.333,0.222,-0.08,0.132,-0.128,0.087,0.445,-0.18,0.024
Nikola Vucevic, C       ,2019, Contract Year 2     ,2.0,0.338,0.224,0.226,-0.0,0.048,0.099,0.172,0.476,0.104,0.081,0.212,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic, C       ,2020, Contract Year 3     ,3.0,0.26,0.112,0.161,-0.1,-0.238,0.012,0.092,0.33,-0.038,0.434,-0.061,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic, C       ,2021, Contract Year 4     ,4.0,0.505,0.194,0.226,-0.1,-0.333,0.012,0.288,0.633,-0.024,0.195,0.061,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic, C       ,2022, Contract Year 5     ,5.0,0.132,0.122,0.032,-0.0,-0.048,0.003,0.011,0.178,-0.035,-0.044,0.106,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic, C       ,2025, Post-Contract Year 5,5.0,0.19,0.031,0.129,-0.2,-0.333,0.124,0.295,0.416,-0.086,0.23,0.106,0.022,0.025,-0.043,0.045,-0.111,-0.176,0.057,0.123,0.091,-0.027,0.125,-0.0,0.005
Noah Clowney, PF      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Noah Vonleh, PF      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.438,-0.4,-0.652,-0.455,-0.5,-0.115,-0.303,-0.516,-0.17,-0.35,0.099,-0.153
Noah Vonleh, PF      ,2017, Contract Year 1     ,1.0,0.222,0.333,-0.0,0.333,0.333,0.143,0.464,0.369,0.177,-0.3,-0.051,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Vonleh, PF      ,2019, Post-Contract Year 1,1.0,1.333,1.0,3.75,1.333,1.667,0.116,0.406,1.767,0.233,1.375,-0.128,0.241,0.312,0.2,0.652,0.273,0.333,-0.012,-0.02,0.338,0.023,0.545,-0.042,0.051
Norman Powell, SG      ,2016, Contract Year 1     ,1.0,-0.635,-0.164,-0.385,-0.273,-0.2,-0.122,-0.021,-0.681,0.401,0.122,-0.234,-0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell, SG      ,2017, Contract Year 2     ,2.0,-0.023,-0.043,-0.267,-0.0,-0.0,-0.07,-0.19,-0.133,0.012,-0.12,0.267,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell, SG      ,2018, Post-Contract Year 2,2.0,-0.36,-0.261,-0.133,-0.286,-0.0,-0.17,-0.288,-0.469,-0.072,0.04,0.167,-0.069,-0.209,-0.128,0.083,-0.167,-0.0,-0.056,-0.064,-0.24,-0.043,0.083,-0.041,-0.054
Norman Powell, SG      ,2019, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.179,0.25,0.167,-0.0,0.136,0.314,0.43,0.031,0.042,-0.178,0.016
Norman Powell, SG      ,2020, Contract Year 3     ,3.0,0.044,0.345,0.108,0.455,0.6,0.025,-0.033,0.064,0.248,0.01,-0.188,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell, SG-SF   ,2021, Contract Year 4     ,4.0,0.059,0.069,0.14,0.385,0.125,-0.012,-0.014,0.048,0.008,-0.012,0.056,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norman Powell, SF-SG   ,2022, Post-Contract Year 4,4.0,0.082,0.103,0.26,0.038,0.875,-0.046,0.006,0.031,-0.005,0.228,-0.311,-0.051,0.011,0.016,0.05,-0.143,0.25,-0.017,0.01,-0.008,-0.006,0.109,-0.211,-0.04
Norman Powell, SG      ,2023, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096,-0.079,-0.1,-0.238,-0.25,0.021,-0.043,-0.096,0.073,-0.155,0.053,0.001
Norman Powell, SG      ,2024, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.261,-0.175,-0.45,-0.429,-0.25,0.036,0.048,-0.215,-0.065,-0.071,0.333,-0.03
Norman Powell, SG      ,2025, Baseline Year 5     ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.016,0.05,0.143,-0.5,0.032,0.007,0.198,-0.012,-0.067,0.053,0.062
Norris Cole, PG      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norris Cole, PG      ,2016, Post-Contract Year 1,1.0,0.395,0.619,0.088,-0.0,-0.5,-0.017,0.035,0.328,0.272,-0.154,-0.4,0.007,0.165,0.236,0.042,-0.0,-0.333,-0.009,0.017,0.141,0.12,-0.083,-0.25,0.003
O.J. Mayo, SG      ,2015, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
O.J. Mayo, SG      ,2016, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.316,-0.0,0.036,0.5,-0.333,-0.121,-0.101,-0.373,-0.029,0.036,-0.423,-0.186
OG Anunoby, SF      ,2018, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.157,-0.138,-0.0,-0.0,-0.333,0.04,0.117,-0.093,-0.119,0.286,0.104,-0.041
OG Anunoby, SF      ,2019, Contract Year 1     ,1.0,0.186,0.16,-0.0,-0.0,0.5,-0.038,-0.105,0.102,0.136,-0.222,-0.095,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG Anunoby, SF      ,2020, Contract Year 2     ,2.0,-0.369,0.06,-0.2,-0.263,-0.0,0.061,0.008,-0.337,0.159,0.4,0.03,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG Anunoby, SF      ,2022, Post-Contract Year 2,2.0,0.018,0.1,0.3,-0.211,-0.286,-0.069,-0.062,-0.037,-0.024,0.517,-0.284,-0.054,0.235,0.019,0.238,0.034,-0.167,-0.065,-0.036,0.185,-0.086,0.04,-0.179,-0.043
OG Anunoby, SF      ,2023, Baseline Year 3     ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,-0.074,-0.048,0.31,0.167,0.004,0.028,0.23,-0.063,-0.314,0.145,0.012
OG Anunoby, SF      ,2024, Contract Year 3     ,3.0,0.295,0.12,0.556,0.077,0.556,0.033,0.008,0.331,-0.034,0.265,-0.291,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG Anunoby, PF      ,2025, Post-Contract Year 3,3.0,0.586,0.28,0.63,0.154,1.0,0.005,-0.018,0.579,0.026,0.502,0.05,0.155,0.101,0.067,0.023,0.034,0.125,-0.013,-0.013,0.085,0.03,0.086,0.194,0.079
Obi Toppin, PF      ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.321,0.1,-0.0,1.5,0.191,-0.105,0.301,0.252,-0.144,0.075,0.186
Obi Toppin, PF      ,2023, Contract Year 1     ,1.0,-0.178,-0.243,-0.091,-0.0,-0.6,-0.16,0.117,-0.231,-0.201,0.169,-0.069,-0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obi Toppin, PF      ,2024, Contract Year 2     ,2.0,0.144,0.054,0.455,1.0,-0.0,0.079,0.308,0.291,-0.1,0.455,0.139,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obi Toppin, PF      ,2025, Post-Contract Year 2,2.0,0.167,0.081,0.455,1.0,-0.2,-0.004,0.185,0.236,-0.031,0.309,0.097,0.048,0.01,0.013,-0.0,-0.0,-0.111,-0.04,-0.049,-0.022,0.037,-0.053,-0.019,0.009
Ochai Agbaji, SG      ,2023, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ochai Agbaji, SG      ,2024, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.266,0.333,-0.0,1.0,1.0,-0.037,-0.172,-0.333,0.446,-0.111,0.322,0.237
Ochai Agbaji, SG      ,2025, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.81,0.364,2.0,0.667,0.166,0.124,0.467,0.452,0.212,0.085,0.333
Omari Spellman, PF      ,2019, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omari Spellman, C       ,2020, Post-Contract Year 1,1.0,0.288,0.071,-0.0,0.167,-0.0,0.072,0.137,0.317,0.04,-0.333,0.065,0.04,0.126,0.034,-0.0,0.077,-0.0,0.035,0.064,0.137,0.02,-0.2,0.032,0.02
Omer Yurtseven, C       ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Omri Casspi, SF      ,2015, Contract Year 1     ,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omri Casspi, PF      ,2016, Contract Year 2     ,2.0,0.326,0.513,-0.067,0.6,1.0,-0.016,0.017,0.428,0.189,-0.129,0.03,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omri Casspi, SF      ,2018, Post-Contract Year 2,2.0,-0.36,-0.026,-0.333,-0.4,3.0,0.186,0.132,-0.27,0.507,0.167,-0.209,0.225,-0.349,-0.216,-0.167,-0.455,0.333,0.093,0.053,-0.324,0.118,0.145,-0.131,0.025
Onyeka Okongwu, C       ,2021, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.535,-0.542,-0.6,-0.286,-0.462,0.009,-1.0,-0.534,-0.058,-0.371,-0.375,-0.174
Onyeka Okongwu, C       ,2022, Baseline Year 1     ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.172,-0.181,0.1,-0.143,-0.0,0.082,-1.0,-0.11,-0.054,0.21,-0.4,-0.11
Onyeka Okongwu, C       ,2023, Contract Year 1     ,1.0,0.547,0.565,0.333,0.273,0.3,-0.043,307999.0,0.475,0.059,0.088,0.633,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
